gender,created,retweet_count,text,num_exclamation,num_tokens,num_replys,contains_link,num_verbs,num_nouns,neg_score,pos_score,neu_score,num_commas,num_period,num_question_mark,num_upper,num_lower,num_num,contains_smiley,num_likes,num_first_person,num_hashtags,num_symbols
male,2/23/13 9:45,0,"Even while ranked 351st in the world, Tiger Woods still made more money in endorsements than any other athlete in the world last year.",0,26,0,0,2,6,0.0,0.0,1.0,1,1,0,3,103,3,0,0,0,0,2
male,9/9/11 21:06,0,97.9 used to play the shit out this hoe wen I was little https://t.co/D6IBm6faQU,0,14,0,1,3,2,0.0,0.368,0.632,0,2,0,6,50,5,0,0,2,0,6
male,8/11/13 18:06,0,@SocSPUERC there's a lot of well educated people in the poor communities that have a voice and will not be heard by the Washington gov.,0,27,1,0,6,5,0.118,0.08,0.802,0,1,0,8,100,0,0,0,0,0,3
male,8/7/14 13:10,0,Scientists think the secrets of the ocean's 'twilight zone' could help save the planet https://t.co/T8f7BN6jXW,0,18,0,1,4,7,0.0,0.312,0.688,0,1,0,6,79,3,0,0,0,0,8
male,3/6/09 18:41,0,Nap time on South Park St for the kid _ُȕ,0,11,0,0,0,4,0.0,0.0,1.0,0,0,0,4,26,0,0,0,0,0,1
male,9/29/10 6:27,0,The next lifetime,0,3,0,0,0,1,0.0,0.0,1.0,0,0,0,1,14,0,0,0,0,0,0
male,7/18/15 4:54,0,The homes be me,0,4,0,0,1,1,0.0,0.0,1.0,0,0,0,1,11,0,0,0,0,0,0
male,5/23/10 8:54,0,Fantastic launch by @Snapdeal All apps now run smoothly on OnePlus One thanks to the quad core processor! https://t.co/2yMa7R3PcU 4740,1,21,1,1,1,8,0.0,0.274,0.726,0,1,0,10,91,7,0,0,0,0,7
male,1/18/08 5:31,0,Robert Walker And The Soul Strings - Stick To Me (RCA Victor - 47-9304 - 1967) https://t.co/GVRR88DKFW,0,21,0,1,0,0,0.0,0.0,1.0,0,1,0,21,42,12,0,0,2,0,11
male,4/2/09 10:40,0,"@tommyjohnson44 @cdc @NYT  I hate those NY Times folks, they have no interest in facts of any kind. Wall St. Journal ALWAYS has the facts.",0,29,3,0,3,6,0.183,0.198,0.619,1,3,0,16,88,2,0,0,2,0,7
male,6/12/12 0:28,0,"@Smallest_of_all @BBCRoryCJ Disposal was an *ahem* alimentary matter. The wrappers proved less appetising..
#DownTheSofa",0,20,2,0,2,4,0.0,0.078,0.922,0,3,0,12,85,0,0,0,0,1,10
male,3/17/11 12:20,0,Damn @halo #HuntTheTruth S2 ending wow.  I feel like I was just punched in the stomach. #halo5,0,22,1,0,4,1,0.129,0.3,0.571,0,2,0,7,63,2,0,1,4,2,5
male,3/15/12 17:15,0,@gabbbbb_24 @BryanMassa I do this all the time with you lol,0,11,2,0,1,1,0.0,0.237,0.763,0,0,0,3,41,2,0,0,2,0,3
male,6/20/12 6:48,0,A Crisis in Modern Masculinity- Understanding the Causes of Male Suicide (from @theCALMzone) https://t.co/EtMVTsstPx,0,16,1,1,0,0,0.439,0.0,0.561,0,1,0,17,77,0,0,0,0,0,9
male,8/22/10 19:01,0,@Liz_the_Raven reasons im single lol cx,0,7,1,0,2,2,0.0,0.359,0.641,0,0,0,2,29,0,0,0,1,0,3
male,10/26/15 0:50,0,"Rocking at The White Horse Inn, Litton Cheyney and lovin it! https://t.co/GZL3nROx8B",1,14,0,1,2,1,0.0,0.0,1.0,1,1,0,13,51,2,0,0,0,0,7
male,5/11/13 4:57,0,@swindle Bust out Mad Ting and the daily commuters will be raving next to you!,1,16,1,0,4,1,0.2,0.0,0.8,0,0,0,3,59,0,0,0,0,0,2
male,5/24/10 9:46,0,Nick Jonas and Demi Lovato to Embark on Joint Tour in the U.S. and Canada - https://t.co/B3Bci6JdIy https://t.co/uIL42Oqdpa,0,18,0,1,1,1,0.0,0.0,1.0,0,4,0,17,72,4,0,0,0,0,13
male,1/3/09 18:45,0,"@starbucks ...using the iPhone app. It's slick, but apparently I'm not with it today.",0,20,1,0,3,3,0.0,0.0,1.0,1,5,0,3,60,0,0,0,2,0,9
male,1/18/14 12:17,0,@AdonisSuperman @KrusherKovalev I THOUGHT THE CHAMP TAKES ON ALL COMPETITION!!!  ( unless you're scared).,3,21,2,0,3,1,0.0,0.3,0.7,0,1,0,41,41,0,0,0,2,0,9
male,10/2/14 19:11,0,"_ @Harry_Styles
One day I۪m gonna meet you &amp; hold you tight
I hope it happens soon  
mind you follow me?
All the love, B *_
16.049",0,38,1,0,7,7,0.0,0.244,0.756,1,1,1,7,83,5,0,0,1,0,10
male,1/27/14 17:05,0,Worried about the wrong stuff  https://t.co/UBijRxmU2L,0,7,0,1,0,1,0.57,0.0,0.43,0,1,0,6,36,1,0,0,0,0,5
male,12/5/10 16:13,0,"""Maori TV. What the f--- happened?"" https://t.co/TauiFEOipt",0,11,0,1,1,3,0.0,0.0,1.0,0,2,1,8,33,0,0,0,0,0,12
male,2/24/11 11:58,0,On the Bronx,0,3,0,0,0,0,0.0,0.0,1.0,0,0,0,2,8,0,0,0,0,0,0
male,5/16/09 6:37,0,@jgeorgia1 Thanks for sharing the post! Have a great week.,1,12,1,0,2,3,0.0,0.627,0.373,0,1,0,2,43,1,0,0,0,0,3
male,8/7/14 13:10,0,The FBI recommends that you pay up if hackers infect your computer with ransomware https://t.co/Vm85RJ7KU6,0,15,0,1,3,3,0.086,0.117,0.798,0,1,0,9,74,4,0,0,1,0,5
male,10/28/11 13:00,0,Would the Texans &amp; Colts swap coaches &amp; GM's?,0,15,0,0,2,4,0.0,0.0,1.0,0,0,1,5,34,0,0,0,0,0,6
male,8/21/12 9:55,0,@mattandkim how about the us?,0,6,1,0,1,0,0.0,0.0,1.0,0,0,1,0,23,0,0,0,0,0,2
male,7/4/15 9:42,0,"@GaryLineker what a shocker, Gary drives a #jaguar",0,10,1,0,1,3,0.242,0.0,0.758,1,0,0,3,37,0,0,0,0,1,3
male,12/3/11 14:27,0,Good rhythm from Lens already - Autret's outside of the boot cross nearly found Chavarria. Great technique!,1,20,0,0,1,5,0.0,0.342,0.658,0,1,0,5,82,0,0,0,0,0,4
male,9/11/14 21:21,0,How do you tell someone to leave you the fuck be? Cause trying to end the convo has clearly not worked.,0,23,0,0,8,3,0.185,0.106,0.709,0,1,1,2,79,0,0,0,0,0,2
male,8/15/10 18:19,0,"I did not mean, (he did not mean)
to blow your mind (to blow your mind)
But that shit happens to me,
all the time!",1,35,0,0,7,4,0.145,0.0,0.855,2,0,0,2,81,0,0,0,1,0,7
male,12/20/11 0:45,0,"#BBC VIDEO: James Bond Spectre world premiere: After months of build up Spectre, the latest instalm... https://t.co/CIvsFh4Uqt (via @bbc)",0,26,1,1,0,7,0.0,0.0,1.0,1,4,0,17,86,1,0,0,0,1,15
male,1/3/09 14:09,0,"@carmeloanthony Only if everyone is on the same page with you. Then yes, positive energy will elevate the team.",0,22,1,0,4,4,0.0,0.344,0.656,1,2,0,2,87,0,0,0,0,0,4
male,9/2/10 8:28,0,Wow the Ali express shopping app is really dope!hope it doesn't zap data sha,1,15,0,0,5,4,0.0,0.239,0.761,0,0,0,2,59,0,0,0,0,0,2
male,1/9/14 6:47,0,@Scufy6 we can be the duo with the snipes bruh.,0,11,1,0,2,3,0.0,0.0,1.0,0,1,0,1,34,1,0,0,0,0,2
male,10/25/10 13:23,0,Loveland Ski Area Set To Open For The 2015/16 Season https://t.co/995mgGw12I,0,11,0,1,1,1,0.0,0.0,1.0,0,1,0,11,38,11,0,0,0,0,6
male,6/5/15 8:34,0,Got home at 4 in the morning.. And ate coffee lovers ice cream when I hit the door,0,19,0,0,3,7,0.0,0.185,0.815,0,2,0,3,59,1,0,0,2,0,2
male,8/21/15 17:15,0,Gostei de um v_deo @YouTube https://t.co/dT5DfLZWDb Last of Us OST - The Last of Us (Main Theme) - 1 Hour Extended Version,0,24,1,1,0,4,0.0,0.0,1.0,0,1,0,22,66,2,0,0,0,0,11
male,1/21/11 13:05,0,"Following the future: Through 9 games, T.J. Hockenson has 81 catches for 1,114 yards &amp; 17 TD https://t.co/86dfhsyjvY https://t.co/HSm9PI3IgG",0,23,0,1,2,8,0.0,0.0,1.0,2,4,0,14,82,13,0,0,0,0,17
male,9/21/08 3:59,0,@DaftLimmy Voted to delay the motion.,0,7,1,0,1,1,0.315,0.0,0.685,0,1,0,3,27,0,0,0,1,0,2
male,4/2/09 6:54,0,Compiled a list of guitar effects pedals from around the Twitterweb. @effectsbay https://t.co/nozTxh4Z0D,0,14,1,1,1,5,0.0,0.0,1.0,0,2,0,5,78,2,0,0,0,0,7
male,2/22/11 17:57,0,Bernie Sanders is the Captain of next years Star Trek: Democtratize the Enterprise. Where he tries to get everyone on the ship equal credits,0,26,0,0,4,5,0.0,0.098,0.902,0,1,0,8,107,0,0,0,0,0,2
male,8/11/14 15:06,0,@_haileyengland_ I've been over you the last two months of our relationship ___,0,17,1,0,4,5,0.0,0.0,1.0,0,0,0,1,59,0,0,0,0,0,7
male,12/24/11 15:48,0,Good for Christian Wood to make the 76ers roster he deserves it,0,12,0,0,3,1,0.0,0.209,0.791,0,0,0,3,47,2,0,0,0,0,0
male,12/31/11 0:23,0,2015 corvette Z06 going under the speed limit holding up traffic ,0,11,0,0,2,4,0.0,0.0,1.0,0,0,0,1,47,6,0,0,0,0,0
male,6/5/13 6:24,0,@BoardGameHour For me cards are the best. Small bits are easy to lose and cards last through multiple plays.,0,21,1,0,3,4,0.101,0.34,0.56,0,2,0,5,82,0,0,0,1,0,3
male,9/21/13 21:38,0,What could the Google-Yahoo AdSense partnership mean for marketers? https://t.co/oVbN2n5ecz via @Econsultancy,0,15,1,1,2,3,0.0,0.0,1.0,0,1,1,8,80,2,0,0,0,0,8
male,5/29/11 17:20,1,I need a shawty to text most of the day Ϭ,0,11,0,0,1,4,0.0,0.0,1.0,0,0,0,2,29,0,0,0,1,0,0
male,8/7/14 13:10,0,Facebook now wants to be the only thing you look at on your phone (FB) https://t.co/rSrokIKQDi,0,18,0,1,3,3,0.0,0.0,1.0,0,1,0,8,64,0,0,0,0,0,7
male,3/30/11 14:21,0,@TinMachineII &gt;tacked the actual walk on at the end.,0,11,1,0,1,2,0.0,0.0,1.0,0,1,0,4,39,0,0,0,1,0,4
male,3/29/10 8:41,0,@Muki254 By using vernacular it doesn't necessarily mean we discard Kiswahili and English. Vernacular will be complementing the two.,0,22,1,0,7,0,0.1,0.0,0.9,0,2,0,5,102,3,0,0,0,0,4
male,2/28/12 10:29,0,@epf1969 sure I agree with that Ed and I love talking cfb...so conversation is fine with me..enjoy the games talk soon...,0,26,1,0,6,4,0.0,0.419,0.581,0,8,0,3,85,4,0,0,4,0,9
male,1/28/09 9:31,0,Getting closer to a new vocation. Just praying the gods of banking are benevolent...,0,16,0,0,3,3,0.0,0.172,0.828,0,4,0,2,65,0,0,0,0,0,4
male,3/25/12 14:15,0,The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I... https://t.co/W2VzWp6ERp,0,26,0,1,2,2,0.0,0.0,1.0,0,9,0,19,83,2,0,0,0,0,16
male,8/4/14 3:47,0,Wow. Seriously? What the fuck is wrong with this teacher and the school Principal?  https://t.co/DJsALSx2Bg,0,19,0,1,1,5,0.369,0.162,0.469,0,2,2,10,73,1,0,0,0,0,8
male,10/10/14 17:36,0,"get out yo cigarettes, ima need a drag on.. gave up real love just for the feel of eternal freedom. __",0,27,0,0,4,7,0.07,0.308,0.623,1,3,0,0,76,0,0,0,0,0,6
male,7/12/09 19:36,0,@BIGHAIRANDBOOBS that shit be funny tho..... Especially when the girl car ain't hitting on shit....,0,18,1,0,3,5,0.185,0.149,0.667,0,9,0,16,58,0,0,0,0,0,11
male,8/9/15 7:48,0,kinda bummed out this is the last full week of band,0,11,0,0,2,2,0.0,0.0,1.0,0,0,0,0,41,0,0,0,0,0,0
male,11/2/12 19:08,0,&amp; being in the centre of the earth &amp; so close to my ancestral home &amp; waters can only make me more powerful.,0,30,0,0,4,6,0.0,0.123,0.877,0,1,0,0,90,0,0,0,3,0,7
male,12/13/10 22:39,1,@_OhhThatsHER__ was just at one in Maryland. One here in linden. GOOD AS FUCK! Get the beef grande chimmychungas. https://t.co/qUcNdsi3tt,1,26,1,1,2,7,0.173,0.139,0.688,0,4,0,20,84,1,0,0,0,0,13
male,12/4/12 17:35,0,#Texans O'Brien: everyone was embarrassed by the first half. Game was in hand at halftime. #abc13sports,0,21,0,0,3,7,0.127,0.162,0.711,0,2,0,4,76,2,0,0,0,2,6
male,6/11/11 6:32,0,"NIGHT PRAYER 
In the name of the Father  and of the Son, and of the Holy Spirit. Amen.
My God, I love You with... https://t.co/i9rrmw95Bq",0,33,0,1,1,1,0.0,0.276,0.724,2,6,0,22,74,3,0,0,3,0,12
male,3/19/14 6:45,0,Seeing you makes the day 100 times better.,0,9,0,0,2,2,0.0,0.293,0.707,0,1,0,1,30,3,0,0,0,0,1
male,6/4/13 17:15,0,I miss Malone and Stockton playing in the league those were the type of guys who stayed with a team pretty much to their career was over.,0,28,0,0,5,6,0.056,0.175,0.769,0,1,0,3,107,0,0,0,1,0,1
male,7/10/09 11:57,0,Video: Grimes - Flesh without Blood/Life in the Vivid Dream https://t.co/TCHgST0JBo,0,14,0,1,0,4,0.167,0.167,0.667,0,1,0,14,50,1,0,0,0,0,8
male,4/17/11 13:23,0,This the livest shit I've ever seen https://t.co/88v2DOBru4,0,9,0,1,2,2,0.34,0.0,0.66,0,1,0,5,37,4,0,0,0,0,6
male,6/29/14 1:22,0,Finally got my new glasses... I can see again!! Also im that bit safer on the roads at night now too haha,2,26,0,0,4,4,0.0,0.251,0.749,0,3,0,3,76,0,0,0,5,0,5
male,11/18/10 16:47,0,@1future bout to have the streets lit with that #Monster2,0,11,1,0,3,2,0.0,0.0,1.0,0,0,0,1,43,2,0,0,0,1,2
male,3/25/12 14:15,0,"Check out the largest pink diamond to ever be auctioned, price tag starts at 15m: It's called a Rare 'Fancy V... https://t.co/W4wOXWUiH1",0,28,0,1,6,6,0.0,0.107,0.893,1,4,0,11,88,4,0,0,0,0,12
male,5/21/12 23:04,0,The Moorhead Center Mall: Where No One Can Hear You Scream,0,12,0,0,3,1,0.353,0.0,0.647,0,0,0,11,36,0,0,0,0,0,1
male,6/9/14 16:55,0,"Norbert Gombos will enter the #ValenciaOpen main draw as a LL.
His 1R opponent is Benoit Paire
#pomeee @Gombitos",0,24,1,0,3,5,0.0,0.0,1.0,0,1,0,11,78,1,0,0,0,2,4
male,8/12/13 19:14,0,@elshrimp1991 *the walking dead,0,5,1,0,0,2,0.589,0.0,0.411,0,0,0,0,22,4,0,0,0,0,2
male,2/4/14 21:25,0,"Follow The queen Of stage 
__ @MabelleChedid11 __  #MBCTheVoice #rotana #music #dance https://t.co/TchtlMwMQr",0,21,1,1,1,13,0.0,0.0,1.0,0,1,0,14,65,2,0,0,0,4,14
male,10/23/13 18:24,0,"I nap when I'm not even tired I just have a free hour and I'm like ""why the hell not?""",0,25,0,0,4,2,0.178,0.318,0.504,0,0,1,4,58,0,0,1,7,0,5
male,7/3/10 0:15,0,@BaileyJayTweets it was the 90s and I pissed in my best Jnco pants.,0,14,1,0,3,2,0.228,0.228,0.543,0,1,0,5,46,2,0,0,4,0,2
male,10/18/15 10:55,0,"@LivingHorcrux -tone and smirk as he looked out on the lake. ""Hagrid is watching us.""",0,19,1,0,3,2,0.0,0.0,1.0,0,2,0,3,62,0,0,0,0,0,6
male,8/30/12 17:31,0,@cher can you just be the president please _,0,9,1,0,3,1,0.0,0.247,0.753,0,0,0,0,34,0,0,0,0,0,2
male,9/11/13 18:31,0,"Tech Setups For EUR/USD, USD/JPY, GBP/USD, AUD/USD - Barclays: The following are the latest technical setups f... https://t.co/VgQxesNHUH",0,31,0,1,2,4,0.0,0.0,1.0,3,4,0,35,68,0,0,0,0,0,17
male,11/17/10 14:26,0,@AnneMAgnew @lexduncan i also relate to the ratty drug-addicted illiterate janitor,0,13,2,0,2,3,0.0,0.0,1.0,0,0,0,3,66,0,0,0,1,0,3
male,6/7/12 15:08,0,"@Bachata_Papi HAPPY BIRTHDAY TO ONE OF THE COOLEST DUDES I KNOW!! Enjoy your day, man!!",4,20,1,0,2,3,0.0,0.423,0.577,1,0,0,43,23,0,0,0,2,0,7
male,9/20/10 10:31,0,EXAM SUCCESS-this measurement from the Victorian era remains central to education in 2015-this is what it measures. https://t.co/FgtKH3QN2R,0,21,0,1,3,4,0.0,0.0,1.0,0,2,0,18,90,6,0,0,0,0,8
male,10/12/09 5:03,153,ladies and gentlemen meet your new prime minister .... jokes. today i went to celebrate the 16th_ https://t.co/8oVvhXKC4z,0,20,0,1,3,7,0.0,0.275,0.725,0,6,0,4,85,4,0,0,1,0,11
male,4/17/15 11:09,0,@Tecna3_winxclub @red_dino_ranger is that the titano zord you found it at last,0,12,2,0,2,4,0.0,0.0,1.0,0,0,0,1,60,1,0,0,0,0,5
male,6/12/09 9:46,0,Having a baby VS having a cat - The Oatmeal https://t.co/v2lJ6WOAhM via @Oatmeal,0,13,1,1,2,3,0.0,0.0,1.0,0,1,0,11,48,2,0,0,0,0,7
male,5/31/14 7:00,0,@Rift_Revolt @dCyph_RayQ always blame the Xbox bro,0,7,2,0,2,1,0.286,0.0,0.714,0,0,0,6,34,0,0,0,0,0,4
male,1/18/12 17:29,0,"My thought on the information singularity: given programmers WTFs/min in code, can't imagine machine WTFs/min reviewing our brains for UL.",0,28,0,0,4,11,0.0,0.0,1.0,1,1,0,9,104,0,0,0,1,0,6
male,10/19/14 9:57,0,@the_beanie_king @subtextfantasy @_idkay say some stupid shit again bitch I'll end your fucking career,0,15,3,0,5,3,0.495,0.0,0.505,0,0,0,1,81,0,0,0,0,0,7
male,10/17/10 6:44,0,Harry Potter and the Threats to Israel https://t.co/Gr9uztCIza,0,8,0,1,0,1,0.286,0.0,0.714,0,1,0,7,42,1,0,0,0,0,5
male,9/26/11 14:02,0,I laugh at the niggas that flex shit that are handed to them with out working for it,0,18,0,0,4,2,0.254,0.153,0.593,0,0,0,1,66,0,0,0,1,0,0
male,8/7/14 13:10,0,Canada might become the first country to pull out of the F-35 program https://t.co/jGsKerIXgi,0,14,0,1,3,3,0.0,0.0,1.0,0,1,0,6,66,2,0,0,0,0,6
male,2/13/10 7:16,0,@MM_Nickba @jubooti on the hideous scale,0,6,2,0,0,1,0.0,0.0,1.0,0,0,0,3,29,0,0,0,0,0,3
male,7/6/14 20:49,0,@onedirection Artist Of The Year #AMAs x10,0,8,1,0,0,4,0.0,0.0,1.0,0,0,0,7,25,2,0,0,0,1,2
male,9/22/14 7:55,0,"I am the last
The one who holds on past
Clinging on something we used to have
https://t.co/hRqATodSrn",0,21,0,1,4,4,0.0,0.0,1.0,0,1,0,7,72,0,0,0,2,0,5
male,10/5/11 21:50,0,@SalSports I think I understood. Playing percentages. They also missed a couple of long pass plays in the game but came back to them,0,26,1,0,5,6,0.071,0.129,0.8,0,2,0,6,100,0,0,0,4,0,3
male,3/20/13 7:10,0,Ihave a khh tumblr now the url is s-unghwa follow me or tell me ur url :p,0,19,0,0,4,6,0.0,0.138,0.862,0,0,0,1,54,0,0,0,2,0,2
male,5/30/15 10:29,0,The NBA is back tomorrow __ُ_,0,9,0,0,1,5,0.0,0.0,1.0,0,0,0,4,16,0,0,0,0,0,3
male,10/30/09 12:57,1,"By this logic, don't the Liberals have a ""moral imperative"" to leave electoral reform up to the all-party committee, as promised?",0,29,0,0,4,5,0.055,0.115,0.829,2,0,1,2,100,0,0,0,0,0,7
male,7/10/15 9:05,0,@steveyeun I will put the link to a video i made out soon,0,13,1,0,3,2,0.0,0.0,1.0,0,0,0,1,43,0,0,0,3,0,1
male,3/22/13 20:04,0,"""The ""what ifs"" and ""should haves"" will eat your brain."" - John O'Callaghan",0,20,0,0,3,4,0.0,0.0,1.0,0,1,0,4,50,0,0,0,0,0,9
male,6/26/15 10:34,0,A Star Is Viral: How 'Jem and the Holograms' Doesn't Get the Internet: Jem and the Holograms was always a stra... https://t.co/ZJcKfa3EMJ,0,28,0,1,4,3,0.0,0.0,1.0,0,4,0,18,84,1,0,0,0,0,13
male,4/3/12 4:24,0,"Oh the track art is here &lt;3 , it's so beautiful https://t.co/JNnfoOFuDb",0,14,0,1,2,4,0.0,0.333,0.667,1,1,0,6,47,1,0,0,0,0,9
male,12/6/10 18:05,1,Bajrangi Bhaijaan is the No. 1 Bollywood movie of 2015 on IMDb  Top Movies list @beingsalmankhan,0,18,1,0,1,4,0.129,0.106,0.765,0,1,0,9,64,5,0,0,0,0,2
male,6/11/11 7:12,0,@wefail Looking forward to seeing that face all over coverage of the next mass shooting,0,15,1,0,2,5,0.0,0.0,1.0,0,0,0,1,71,0,0,0,0,0,1
male,4/8/09 4:37,0,Control the ammo don't control the guns. https://t.co/zK5ZtlBjTB,0,10,0,1,3,2,0.0,0.0,1.0,0,2,0,6,43,1,0,0,0,0,7
male,2/29/12 15:59,0,@Derek_Wood10 the driveshaft destroyed the transfer case,0,7,1,0,2,3,0.348,0.0,0.652,0,0,0,2,44,2,0,0,0,0,2
male,8/9/11 6:22,0,@Saintsbuzz3 didn't you do ok in the FA Cup one year?,0,13,1,0,2,1,0.159,0.0,0.841,0,0,1,4,35,1,0,0,0,0,3
male,6/26/09 6:18,0,@catherinemep Meanwhile the Fib Dems are continuing to be ever so desperate to transfer more and more legislation out of HOC and in the EU.,0,26,1,0,4,2,0.111,0.0,0.889,0,1,0,8,105,0,0,0,0,0,2
male,11/14/13 6:14,0,""" boys are always gunna hate on your truck but it's ok though because the ladies love it"" ok dad",0,22,0,0,3,5,0.082,0.397,0.522,0,0,0,0,74,0,0,0,0,0,3
male,7/7/12 14:08,0,"@FoxSportsWest @CIFSS @Serra__Football @AlemanyFootball @ Time for Alemany to Lay it on the line, #BringIt",0,17,5,0,1,3,0.0,0.0,1.0,1,0,0,17,66,0,0,0,0,1,9
male,3/15/12 11:24,0,@ValentinoMossy Lorenzo only managed 6 laps last year! But if honest I don't think the pressure will get to him!,2,23,1,0,5,3,0.0,0.265,0.735,0,0,0,5,83,1,0,0,2,0,4
male,10/23/09 21:08,0,7 tweeps followed (thank you!) and 5 unfollowed (goodbye!) me in the past day. Thank you https://t.co/qPKsr15Ukb.,2,25,0,1,3,3,0.0,0.181,0.819,0,3,0,4,76,4,0,0,1,0,13
male,3/24/08 1:53,0,"@ToyotaFinancial I managed to get it fixed, after calling your call center for the third time. Not a great experience but I am set now",0,27,1,0,6,4,0.093,0.0,0.907,1,1,0,5,102,0,0,0,6,0,3
male,2/20/11 21:00,0,I can't agree with this because the movies https://t.co/grTLrMp9v0,0,10,0,1,2,1,0.232,0.0,0.768,0,1,0,4,46,2,0,0,1,0,6
male,10/7/10 11:45,0,Hoping for a Friday/ Sunday/ Monday Ko for the Coventry game as I'd made other plans for Saturday 7th,0,20,0,0,3,3,0.0,0.141,0.859,0,0,0,8,71,1,0,0,0,0,3
male,5/23/09 18:51,0,"(1/3) Insell on rivalry with son, Ole Miss coach @minsell: ""We're so competitive. When we talk basketball, it ruins the weekend.""",0,31,1,0,3,6,0.182,0.091,0.728,2,2,0,5,90,2,0,0,0,0,12
male,9/5/09 17:30,0,It's easy to see who are the ones that help you when you're down and the ones that don't,0,22,0,0,6,3,0.0,0.248,0.752,0,0,0,1,66,0,0,0,0,0,3
male,7/6/10 17:02,0,@HlumisaKhuphiso the afro ____Ӵ,0,8,1,0,1,5,0.0,0.0,1.0,0,0,0,3,20,0,0,0,0,0,5
male,12/1/09 9:33,0,"@SeriousTalkTwit No one on either side of the aisle wants it, so it's not TOO sad @NickMiller916",0,19,2,0,3,3,0.111,0.129,0.759,1,0,0,9,64,3,0,0,0,0,4
male,3/30/12 9:52,0,Who am I to grow against the wind?,0,9,0,0,2,2,0.0,0.0,1.0,0,0,1,2,24,0,0,0,2,0,1
male,11/27/12 13:10,1,@geoffdewitt moved it up cut the grass #primerealstate #voteGeoff #votechange https://t.co/IbofslxQga,0,14,1,1,2,5,0.174,0.0,0.826,0,1,0,3,79,0,0,0,0,3,9
male,12/25/08 7:20,0,@Noodles105 @U2start @DaNiiu2 @U2 Is Dani the one wearing horns?,0,11,4,0,2,2,0.0,0.0,1.0,0,0,1,7,37,6,0,0,0,0,5
male,8/7/14 13:10,0,"Lewis Hamilton just won his third Formula One championship, matching the great Ayrton Senna https://t.co/Ws65ttvlZ1",0,16,0,1,2,1,0.0,0.471,0.529,1,1,0,8,84,3,0,0,0,0,6
male,12/3/12 19:35,0,What's the point of breaking into my jeep to get 4 dollars???,0,16,0,0,3,4,0.0,0.0,1.0,0,0,3,1,44,1,0,0,2,0,4
male,9/7/08 16:15,0,"@teicherj Sadly, it's the only way to make it taste like bacon.",0,15,1,0,3,2,0.183,0.163,0.654,1,1,0,1,47,0,0,1,0,0,4
male,11/17/14 10:14,0,"TLDR; ""The establishment fervently believes that a socialist cannot be president of the United States."" https://t.co/aaliYLbcOi",0,21,0,1,3,4,0.0,0.167,0.833,0,2,0,10,93,0,0,0,0,0,9
male,12/27/14 9:27,0,"@Sportproducertv ""Where there's a Will there's a Weah"". 
African footballing legend is the inseparable sidekick of the Derby midfielder.",0,26,1,0,4,5,0.0,0.0,1.0,0,2,0,6,104,0,0,0,0,0,7
male,6/22/12 16:06,0,When the talent doesn't reach all the hype,0,9,0,0,2,2,0.109,0.284,0.608,0,0,0,1,33,0,0,0,0,0,1
male,2/17/11 14:49,0,FUCK UP THE POT WITH THE FORK,0,7,0,0,1,1,0.368,0.0,0.632,0,0,0,23,0,0,0,0,0,0,0
male,9/3/13 8:49,0,Ken had a dream about Deirdre hanging out the washing...the party never stops in the Barlow house #corrie,0,21,0,0,3,6,0.0,0.305,0.695,0,3,0,3,81,0,0,0,0,1,4
male,7/1/11 7:15,0,@Abdulhari108 @supersanusi bruh !!! We in the one already.. We don enta am,3,16,2,0,2,3,0.0,0.0,1.0,0,2,0,3,49,3,0,0,0,0,7
male,10/13/11 6:57,0,@warrenm I'll be using my new MBP. I do see Dell's 5k line needs 2 thunderbolt connections to make it a true 5k display. Not the case here?,0,33,1,0,8,5,0.0,0.104,0.896,0,2,1,7,96,3,0,0,4,0,6
male,6/6/12 8:41,0,"@Banana11Crazy been playing Jurassic Park Operation Genesis, the memories",0,10,1,0,2,1,0.0,0.184,0.816,1,0,0,6,55,2,0,0,0,0,2
male,1/11/15 17:36,0,Bout to cut the back of my hair off and keep the front and just wear a man bun all the time,0,22,0,0,4,5,0.095,0.0,0.905,0,0,0,1,69,0,0,0,2,0,0
male,8/4/13 5:18,0,This is the greatest picture on the Internet https://t.co/8x9D2k06Y0,0,9,0,1,1,3,0.0,0.344,0.656,0,1,0,4,45,6,0,0,0,0,5
male,5/30/11 17:05,0,"@angelaintha a clockwork orange, million dollar baby, the Warriors, corpse bride, rocky, 2001: a space odyssey",0,22,1,0,1,8,0.222,0.0,0.778,5,0,0,1,83,4,0,0,0,0,7
male,3/10/09 5:12,1,".@jaymohr37 #Carnac 
296
*envelope*
The winning percentage and points given up by the AFC South this weekend. #jaymohrsports",0,26,1,0,2,6,0.0,0.167,0.833,0,2,0,6,88,5,0,0,0,2,7
male,10/12/14 8:45,0,"Arun Shourie proved, even for the soundest minds, personal vendetta &amp; subjective judgments supersede factual, logical reasoning
#ArunShourie",0,25,0,0,2,6,0.0,0.0,1.0,3,0,0,4,117,0,0,0,0,1,6
male,8/27/08 7:45,0,@runnersworld: QUIZ: How well do you know the @nycmarathon? #TCSNYCMarathon https://t.co/hqKRYUZEj8 https://t.co/GTyjpGvmkw۝ cc:@anhphan,0,19,3,1,3,4,0.0,0.149,0.851,0,2,1,21,83,1,0,0,0,1,18
